Comment,Likes
"தீம் தனன தீம், தீம் தனன தீம்

ததரி தரி தநி 

ததரி ததரி ததரி தா.....

வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 


கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....",0
❤❤❤ My most favvvv,0
Tamil version high pitch is better. Other 3 languages little bit flat i guess,2
காந்தாரா அத்தியாயம் 1 மாபெரும் திரைப்படம்... இந்த தீபாவளி அன்று திரையரங்குகளில் கண்டு மகிழ்ச்சி அடைந்தேன்... Rishab shetty மற்றும் rukmini vasanth அவர்களின் நடிப்பு vera level வில்லதி வில்லி ருக்கு ❤❤❤,0
This goes straight into my playlist.. such a masterpiece❤,3
"Just addicted to this song 
Tamil version is melting 😊😊",7
இந்த பாடல் கேட்க ரொம்ப அருமையாக இருக்கும் இசை ❤,2
after a long wait finally my favourite song is released ❤❤❤❤❤❤❤,1
Indha amma valiya poi avan kita vilugara apove nenachen villangam Iruku nu,0
Chinmayi ❤❤❤,1
Don't trust girl 😭,0
Amazing movie,1
"Fact like this songs and lyrics hard to find in direct tamil movies🎉 kudos to the composer, lyricist and singers❤",0
This song is very nice. The Tamil version is very good. The music of Ajaneesh Loknath was superb and Hero Rishabh Shetty was very handsome and marvelous and Heroine Rukmini Vasanth was very nice and graceful. Singer Chinmayi's voice was beautiful and soothing. Lyricist Karky's lyrics were so good and perfect.,2
Na irukenla 😂 nethanama elathukum kaaranam😢,0
Whole song is good ✨️ but these parts 1:25 and 2:40 ❤️‍🔥😍,1
Indha song ku thaanga wait pannittu irudnhan 🤩😍,0
this song is struck in my mind,0
Rukmini❤,0
"உலகே பொய்யடி , கனவே(நீ மட்டும் )மெய்யடி ...  
நீ மட்டும் மெய்யடி எழுதி இருக்கலாம் ‌ ஆனா அந்த பொண்ணு கூட மெய் இல்லை. அதனால் வரிகளை அப்படி எழுதி இருக்காங்க",0
Theatre experience was!!🔥🔥❣,0
much waited song,1
Set bgm❤️😍,0
Song lyrics chattunu puriyadha maari irukkum but 02.04 la irundhu lyrics a uththu paatha ithu aairaththila orvan la vara reemasan song mari oru kavarchi song than ana andha kavarachi a madhan lyrics la kaamchurukkaru,0
Song lyrics chattunu puriyadha maari irukkum but 02.04 la irundhu lyrics a uththu paatha ithu aairaththila orvan la vara reemasan song mari oru kavarchi song than ana andha kavarachi a madhan lyrics la kaamchurukkaru,0
2025 deepavali song,0
This song ku than waiting ✨❤️,0
Blockbuster movie,1
Vera level music🥺❤️‍🩹🥰,0
❤❤❤ அழகுணர்ச்சி மிகுந்த பாடல் ❤❤❤ தமிழின் அழகு❤❤❤,0
Suggest..my favourite list❤,0
My favourite part 1:25,0
2:55 this image was amazing 🫶🏻 wow!! Butt this love is not truee😩...,42
Lyrics: madhan karky ❤,0
"K S Harishankar's voice...✨❤All versions are good, but tamil hits hard... Love youhh frm Kerala🤗💗",81
❤❤❤❤❤❤❤❤❤❤❤❤,0
Ma recent fav❤,0
"Lyrics &  video,music 🔥",0
Tamil version liked ❤❤❤,6
MADAN KARKY LYRICS R CLASSIC ❤❤❤❤❤❤❤❤❤❤❤,0
Example for beautiful 🤗 but dangerous 💀,1
First half rukku ☺️ second half rukku 👿💀📈,2
This song with Dolby Atmos ❤️‍🔥💥,0
Tamil version was excellent,4
mani voice❤,0
1:29,0
❤,0
Loop mode uhh💥,2
Watched this movie 3x in theatre just to experience this masterpiece 😩,0
"Must watch in theatre🍁🍂🔥

Rare price chettiyaar ❤",5
My favorite❤️❤️❤️❤️❤️,0
😍🥰😘🔥,1
My 🫴favourite ✨song 💞,1
Wow what great song 🎵 whole album was amazing.,1
"Waited for this track 0:16
Came for this",2
Favorite song now ❤❤❤❤😍,0
0:17😢,0
Butt this part0:9,0
Harisankar's voice.. Ufff 😍❤️🔥🔥,19
Malayalam version 📈🔥🔥,0
Loop mode❤,0
Music making music beautiful,0
Nowadays tamil dubbed songs are so beautiful to hear than original versions of any languages. Also tamil movie songs are nothing in front of  tamil dubbed songs,89
🫴❤️,0
Tamil version 🗿,0
Waited for this song ❤bgm melts ❤️❤️,1
Yoo evolo naal try panne theriyuma intha song theatre la pathutu ....😢😢,2
she looks too much beautiful in this dress,0
கேட்டுகிட்டே இருக்குனும் போல இருக்கு💕💕💕💕💕,0
Chinmayi ❤❤❤,2
One of the best and beautiful melody song with historical instruments.. of the entire cinema decade.🍃🍃🍃❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥♥️♥️♥️🤌🏻🪔,0
Movie watch 2 time in theatre,0
"Singara sirye was amazing❤, now it's mesmerizing 💕",0
Hearing for 50th time addicted to music ❤,0
2:11 I ascended to heaven that part is absolutely soulful,1
Tamil version is just perfect !!!,274
"தீம் தனன தீம், தீம் தனன தீம்


தீம் தனன தீம், தீம் தனன தீம்

ததரி தரி தநி 

ததரி ததரி ததரி தா.....

வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 


கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....",189
Visual and theatre treat ❤❤❤,0
2:37 💕,1
"Tamil version is best of all versions ❤ can't change my opinion heared in 3 languages, wow choosing of words kaadhai , visumbu school books ku aprm ippodha kekran indha words and dialogues and screenplay awesome repeated mode la playing and theatre experience awesome",14
Supper move visuval supper,0
Song so nice 👍🏻,0
National Crush Rukku 💖💖💖,0
Theatre experience 🥶,50
Hari Shankar voice 🥺❤🎉,0
Hair mari iruku intha movie 😂😂😂😂.. overrated,3
Happy diwali ✨,0
😍❤️,0
Hi8😢🎉😂,0
"""ईश्वर का मधुबन, जय कांतारा.""
         'शुभ दीपावली'",0
Ipo Vara tamil songs orginal la vida intha songs lyrics semma 🔥,24
Songs yarum pakala  only nama rukhmini 😜,0
Malayalam and kannada ❤️,0
Kannada and Tamil version are  just wow😍❤️,5
recently addicted ❤❤❤,0
Again diwali ku theatre la paaka povom 🎉,0
2.47,0
தமிழ் மொழியில் கவிதை எழுதியதற்கு அருமை😮,2
goosbumbs in theater what a music romance lines videograpy ❤❤❤❤❤❤,0
❤❤❤❤❤,0
Nice song🎉🎉🎉🎉,0
New addiction ❤,0
Madan karky one of the finest lyricist,2
Feel the experience in Dolby Atmos🫠🫡,1
Magic,0
Excellent ❤❤,0
Tamil Version of this song is the most beautiful 😍,60
Chinmayi magic😅,4
Saw this movie last night and i have to say man it is pure goosebumps,0
Theatre Experience💗😭,0
Blast of 2025 ❤,0
❤❤❤,0
For this only.. Second time movie ku pona,0
It's a magical music nd voice❤,0
Theatre experience 😻😻🎇🎇,0
This song remembers Kannukkul yetho ...kanukkul yetho .....from Thiruvilaiyadal Arambam flim ....❤❤❤❤❤❤❤,0
"Im kannadiga, But Tamil singer voice and feel of this tamil version  is Vera level.
🎉❤🎉",865
"Rukku vibes 😊😊😊, wow ❤❤❤",0
1:26 💆🏻💓🌊,0
"This song is either 💎 or ☀️.
Amazing 🤩 song",1
Finally,1
❤❤❤❤,0
Kuzhandhai roobathil koduran nu solluvaangaley andha maathiri thaan last 30 mins varaikkum ivala villi nu nenaikka mudiyatha alavukku nadichirupaa lastla kazhutha orey thiruppu 😂😂😂,3
Beauty is dangerous 😂💯,16
Ii pattu evdo ketta pole arkelum thonio?? 😂,1
This song in theater experience was amazing ❤😭,0
Theatre experience ❤❤❤❤,0
Kantara 2second time pakkanum,0
இந்த காதல் உண்மையாக இருந்து விட கூடாதா என ஏங்க வைத்து விட்டது இந்த பாடல்,45
Recently fav and addicted🎶♥️🫶,0
No one is mentioning male singer,0
Wowwww,1
"""உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்""
Rukmini vasanth ❤️😩😭🫠",0
Chinmayi mam voice is very beautiful ❤❤❤❤❤,18
Nice song ❤,0
❤,0
I am eagarly waiting for this song,0
"தியேட்டரில் இந்த பாடலை கேட்டு விட்டு,  வீட்டில் வந்து கேட்டால் அதிக வித்தியாசம் 😂
Dolby Atmos",64
My favorite songs ❤😮,0
"வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 

கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....",1
Late a comment pannuren 🥲 but idhukumelayum comment Pannama irukka mudiyala pa 🤧 ippadi oru movie and songs nijama namba mudiyala 🥲 unmaya salute to the director and all actors 🫡. Idhu movie kum mela 🤧..  First time oru movie a again again paka thonudhu 😢 idhoda 3🤧 times pathuten😂 again pakanum. Songs ketalum end Panna mudiyala ye 😂. 🫡🫡🫡🫡🫡 ❤❤❤❤❤❤❤❤❤❤❤❤❤,0
I think that string comes at 0.17 is sarangi....that portion hearing in theater is 💜💙💚♥️🧡❤️💛👍👌👏👑,0
Hearing this song in theatre is lovely ❤❤❤❤❤❤,0
MANIKANDAN VOICE.....NO CHANCE ....👍👌👏👑,0
Chinmayi voice mind blowing.....Harisankar voice mesmerizing ❤❤❤❤🎉,277
Amazing song❤❤,0
I heard this song more than 1000 times ❤❤❤❤,1
This song❤❤❤❤  theatre experience was sooooo sooooo excellent ❤❤❤ I seen 3times this movie.. but still I experienced that as hearing first time,0
🪄,0
Theatre experience ❤ it was heaven 🎉,0
❤❤❤❤❤❤❤❤❤❤❤,0
Rukmini fans button ❤,0
Bgm.... 👼💞🙏🥰🥰🥰🥰💋💖💖💖💖💖💖💖,0
Most impressed song in this movie lov u Rukmani vasnath ❤,0
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1
💓🙏🏻💕,1
Loop📈😌✨,0
Reminds me of PS…..movie and the costume for her . Beauty queen…a star is born .,1
Finally released...audio kooda ithana naal release pannama kaya vechiteengale boss,1
Feel the lyrics ❤🫰💘✨,2
Finallyyy the song is out 🎉🎉🎉🎉waiting for this since I watched the song in theatre,0
Theatre experience ❤,0
Every other beauty fades when she is in the frame.Rukmini fans assemble ❤,6
enakum aasaiya Iruku unga ishavara poonthotam pakanum nu inda dialogue ipa dhaana puriyudhu😂,30
All are watching rukmini vasanth 😂😂😂,0
Please add the rebel video song,0
love it🙃,0
Intha song name theriyama ivlo naal wait panren,0
Wait panidu iruthan ❤,0
Rukku ❤❤❤,0
Thanks lord & universe .....,1
It so romantic 😊❤,0
Today morning only searched this video song....God have accepted my Request 😊,0
#SilambarasanTR ❤,0
In kannada it is more good proud to be kannadathi,4
Most awaited song 🎶❤️👀..,1
"In Theatre this song awesome,",0
Raksha olaf blf 🎉,1
Music sema voice super,0
1:26 & 2:40 portion ❤ ❤theatre experience 🔥 use headphones,0
❤❤❤❤,0
0:16 ❤❤❤,0
❤,0
❤🫶🏻,0
This song audio uploading bro,0
1:27 i felt this portion is better in malayalam version,0
Kantara chapter 1 diwali winner,0
"வேங்குழலில் இழைந்தாயடி
என் காதையே
மென்மயங்கிக் கிடந்தேனடி
என் போதையே!
வேலன்றறுத்திடும் விழிகள்
இரண்டில் நீ தாக்கினாய்- உந்தன் 
மார்பை இருக்கிடும் துணியால்
எனை நீ கைதாக்கினாய்
உலகே பொய்யடி
கனவே மெய்யடி
அதில் வாழ்வோமா பூங்கோதையே!

தீயென்று எறியும் காடொன்றில்
கீச்சாக் கிளிகள் உறவாட
நீண்டே விரியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி
என் காதையே
மென்மயங்கிக் கிடந்தேனடி
என் போதையே!

துரும்பென இழைத்திவள் உருமாற
விருந்தாக எனை பரிமாற
கருங்கணி சுவையினில் உயிர் ஊற
துறந்தேனே நானம் வெறியேற
நீ இன்னும் இன்னும் இன்னும் இன்னும் வேண்டுமே
என எனதிதழ் உனதுடல் தீண்டுமே
ஏ உனை இடையணி என பூண்டுமே
நீ இறங்கிட இருதயம் தூண்டுமே
இறங்காதேரனோ
உயிராய் மாறேனோ
வலித்தாங்காயோ பூங்கோதையே!

தீயென்று எறியும் காடொன்றில்
கீச்சாக் கிளிகள் உறவாட 
நீண்டே விரியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட

வேலன்றறுத்திடும் விழிகள்
இரண்டில் நீ தாக்கினாய்- உந்தன் 
மார்பை இருக்கிடும் துணியால்
எனை நீ கைதாக்கினாய்
உலகே பொய்யடி
கனவே மெய்யடி
அதில் வாழ்வோமா பூங்கோதையே!",0
Extraordinary lovely lyrics. And Rukmani vasanth looksssss beautiful.,1
❤❤❤❤❤❤❤,0
Wonderfull song❤,0
The most beautiful & melodic song 🎉,0
1:26 portion 🤍🎀blisss,0
Melted at every seconds,0
3:20 ❤,0
Got addicted after watching the movie.. Tamil lyrics and voice Melting.... pure bliss ❤🤩,1
"At first I liked Kannada version
But Tamil lyrics is ❤🔥
Just feels like honey dripping 

Sad that we don't have such lyrics now in Tamil Cinema",44
"இந்த தீபாவளிக்கு dude, diesel, bison 3 தமிழ் படம் வந்திருக்கு ஆனா என் மனசு மறுபடியும் காந்தாரா படம் போய் தியேட்டர்ல பாக்கணும்னு தோணுது. ❤☺️",1698
"These days, my favourite film is Kantara, my favourite songs all the songs in kantara, my favourite hero Rishabh Shetty. 

I never imagined I’d become such a big fan of him, especially since I only discovered him through Kantara",5
she's stunnning😍😍,0
Chinmayi 💜💜@2:05,7
1 week aa video song thedite irunthen.... Something special close to my heart melting bgm❤️💥🥺,4
My fav 💚,0
❤❤❤❤❤❤❤Rukmini ❤❤❤❤❤❤❤,1
1:25 ❤❤❤❤❤❤❤❤❤❤❤❤❤❤,3
"Reshab shetty is not a director, not a hero He is a full package movie.",0
❤Latest Most Favourite Song ❤,1
Rishab Shetty sir Respect Button 🔥🙏❤️,3
This tamil version very nostalgic for me,4
Fake love 😂,0
Recently addicted ❤ 🎧🎵,0
"I have heard this song in all the languages. Tamil language is the best fit, melts in ears.......",16
You are simply rocking!  Your voice is like diamond fixed on a golden ornament ❤🎉,1
"Our people said the right thing, this tamil version is something different ❤🤯",67
Tamil Version is the Best.... ❤❤❤❤❤Love you Rishab Shetty Nanbaaaaa🎉🎉❤❤❤,2
💎❤️,0
Theatre experience😍❤️,2
Kannadiga ❤2025,0
Thiss is soooo perfectttttt...😫😭💓✨,0
Waiting for song i really love song,0
Rukmini twist vacha paarunga 🎉❤,1
Love the bgm ❤,0
Chinmayi takes this song to a different level,6
Ketta udane pidichitu indha song theatre la 🫠🫠,0
👌🏿,0
After watching movie... I search this song every side ... But kidaikala 😊 ipo kidachachuru,1
Heroineku love song pottatha pathiruken aana villiku love song potatha ippathan pakuren😂😂😂😂😂.,83
Loved❤ ❤❤❤❤❤,0
Innum uyarangil yethaatte❤,0
திடீரென்று ருக்மணி தமிழ்நாடு ரசிகர்களாக மாறியவர்களின்  சார்பாக வாழ்த்துக்கள்,26
Master Piece 😍,1
Soooper  aaittund mone,0
Entha song ku wait panna❤❤❤❤❤❤,0
❤❤,0
Finally the wait is over,0
Wait for this song,0
❤a,0
Finally The video song is released. This was the most awaited song ever!!!!❤😊,12
Enna mari velaipadu❤️😭one of the best dubbed song recently,3
This song lyrics makes everyone blush😂i hope tamizh is the best version...The visuals and background of this song is amazing❤,0
வேலென்றருத்திடும்‌ விழிகள் இரண்டில் நீ தாக்கினாய்.....,12
"Never seen beautiful coastal set ,great cinematography ...fantastic song",0
I am from Maharashtra my language Marathi. I like south see all traditional song...❤❤❤ I doesn't understand this song but tone and song nice...,2
Ship fighting scene is amazing,0
One of my favourite Life time settlement song❤,0
இதுக்காக waiting 🥰,0
1:40  🔁 mode,0
Waiting for this❤❤,0
Epo varum nu wait panitu iruntha intha song ku❤❤,6
Malayalam version is also good,0
Kantara is going to cross 1000 cr and this song is a part of it.  Specially Now Rukmani 😅 ❤,38
Love it❤,0
Release in Hindi also,0
❤❤❤❤ I heard all the versions of this song.... But the Tamil lyrics are literally making me blush🤭❤❤❤❤,16
2:04 chinmyee voice ❤❤❤❤,187
Love this song ❤,0
Ks harishangar ❤❤,2
"Truly humbled and grateful to have lent my voice alongside the incredible Chinmayi ma’am for this beautiful track. Heartfelt thanks to Ajaneesh sir, Madhan Karky sir, and Boby ma’am for the opportunity and guidance. Grateful to the entire team of Kantara: Chapter 1 for making this experience so special.",1543
Not releasing this song b4 movie premiere is smart move cause i mesmerized by the melody n superb lyrics by karki... Kudos to ajenesh loknath.. congratulations from thanes Malaysia.,61
❤❤❤,0
I'm waiting for this song,0
❤💎😭,1
அப்படியே படத்தையும் பெரிய மனசு பண்ணி வெளில விட்டிங்கன்னா புண்ணியமா போகும்😅😂...,3
Madana mana mohini eh use pani irukalam Mayalam version pola. Ithu original version ku romba different ah Iruku.,0
தியேட்டர்ல இந்த பாட்ட கேக்கும் போது வந்துச்சு பாரு ஒரு Feeling uh....That's just a AMAZING 👌💥🎧,914
Starting music vera level vibe❤❤❤❤❤❤,2
💯💯வெளிச்சமா இருக்குதுன்னு மின்மினி  பின்னாடி பொய்டாதிங்க தொலைஞ்சு பொய்டிவிங்க💯💯,458
❤️❤️❤️❤️🔥❤️❤️,0
"what a song..!!

what a picturisation..!!

what an eye movement by the heroin...!!

Beautiful presentation...not only this song but entire movie...

And that's why everyone is celebrating this movie not only at national level but globally...

Hats off to DIVINE STAR Rishab Shetty who is the script-writer, actor and director of this movie....",12
Voice of singer is heart melting,3
Theatrical magic 🪄... she's screen presence 💎🤌🏻,14
"All Language Present 
Kannada ✅
Telugu ✅
Malayalam ✅
Tamil ✅
Hindi ✅",0
Proud of cinema industry 💥,1
So coolest song,0
This song😫🎧✨,4
நாசமா போன தமிழ் சினிமா இவர்களின் மூத்திரத்தை வாங்கி குடிங்க ஒரு வேற்று மாநில படங்களில் வரும் பாடல்கள் அனைத்தும் அப்படி ஒரு தூய தமிழில் இருக்கிறது இங்கே நாய் கத்திர மாதிரி பாடல்களை கொடுத்து தமிழ் மொழியையும் நாசம் செய்து விட்டார்கள் இங்கே நல்ல தமிழ்  பாடல் ஆசிரியர்கள் இருக்கிறார்கள் அவர்களுக்கு இப்போதைய இசைமைப்பளர்கள் வாய்ப்பு கொடுப்பது இல்லை கண்ட கண்ட நாதிரிகளுக்கு பாடல் எழுத கொடுத்து நாசம் ஆக்குகிறார்கள்,6
மதன் கார்க்கி ❤ என்ன ஒரு வரிகள்,80
♥️proud of tulunadu,2
Chinmayee ❤,8
❤❤❤❤,0
"My ply list 
My fvt singer Harisankar ❤️❤️🥰",2
Can expect this song to play on wedding events,1
Who is watching this masterpiece on October 19 2025 ❤🎉,11
Theatre experience was extraordinary 🔥,16
Such a....... soothing songs as said being dissolved in This song ❤,4
"The Tamil lyrics of this song. Will represent the eternal sweetness of the Tamil . The power of Tamil language. 
“தேன் சுவையும் தெவிட்டாத தென் அமுதும்,
சொல் சுவையும் தெவிட்டாத தமிழும் அவன்.” தமிழ் இனிமை",136
what an armpit rukmani,0
Semma fav song ❤,1
அருமையான படைப்பு❤,3
"Omg what a song❤ was waiting for the video song to release, this song hits different...touches the soul...❤❤❤mesmerizing",0
In loop,1
"Rukmini in this portion😍
Rukmini in climax ☠️",0
My phone ringtone ❤ யாரு எல்லாம் இந்த சாங் பிடிக்கும் 🎉,1
❤❤❤,0
"Tribute to KANTARA Chapter 1
https://youtu.be/rzzqbN2HkT8?si=MVOdYEf8lyCvamqK",0
Nice 💐🇮🇳,0
தமிழ் பாடல் வரிகளை இன்றும் வாழ வைக்கும் சில பாடலாசிரியர்களில் மதன் கார்க்கி மிகவும் முக்கியமானவர்,93
Malayalam version ❤🎉,0
"The heart wants that love❤️‍🩹, but the brain doesn't want that love.😵‍💫📈",2
Malayalam dubbed version is best,0
Song❤,1
Most fav one 🤌🏻❤️🥺,0
This song is ruleing my playlist ❤❤❤😊😊😊 thank you for this masterpiece 🙏🏻,1
❤,1
1:54 tulu script 😊,8
உலகே பொய்யடி .....கனவே மெய்யடி .....❤🪄,25
"02:30 - *Spa was a setup for getting a Beme DNA for Vashikaran(Black magic).* Tantra requires a person's used cloth, Nails, Hairs to do the Black magic.
Here Leader of the Kantara needs to be done Blackmagic to give land to king.",18
Harishankar voice ❤️,2
"Vaeynguzhalilizhaindhaayadee
en kaadhaiyae!
menmayangikkidandhaenadee
en boadhaiyae!
vaelenRaRuthidum vizhihaL
iraNdil nee thaakkinaay - undhan
maarbai iRukkidum thuNiyaal
enai nee kaidhaakkinaay
ulagae poyyadee
kanavae meyyadee
adhil vaazhvoamaa poongoadhaiyae!
theeyen-Reriyung-gaadonRil
keechaak kiLiha LuRavaada
neeNdae viriyum visumbenRae
theeNdaa aekkam virindhaada
vaeynguzhalilizhaindhaayadee
en kaadhaiyae!
menmayangikkidandhaenadee
en boadhaiyae!
thurumbena iLaithivaL urumaaRa
virundhaaha enai parimaaRa
karungani chuvaiyinil uyir ooRa
thuRandhaenae naaNam vaeRiyaeRa
nee innumminnuminnumnnum vaeNdumae
ena enadhidhazh unadhudal theeNdumae
ae unai idaiyaNi ena pooNdumae
nee iRangida irudhayam thooNdumae
iRangaadhaeRaeno
uyiraay maaRaenoaa
valithaangaayoa poongoadhaiyae oa!
theeyen Reriyung kaadonRil
keechaak kiLiha LuRavaada
neeNdae viriyum visumbenRae
theeNdaa aekkam virindhaada
vaelenRaRuthidum vizhihaL
iraNdil nee thaakkinaay - undhan
maarbai iRukkidum thuNiyaal
enai nee kaidhaakkinaay
ulagae poyyadee
kanavae meyyadee
adhil vaazhvoamaa poongoadhaiyae",0
I am waiting for this version thank u song🎵🎵,0
தியேட்டர் ல இந்த பாட்டு சரியான Vibe uh 😂❤,21
வேங்கு (ழ) லில் இ (ழை) ந்தாயடி - தமிழ் வரிகள் அருமை ❤,2
"ஆண்: வேய்ங்குழலில் இழைந்தாயடி என் காதையே,
மென்மயங்கிக் கிடந்தேனடி என் போதையே,
வேலென்றறுத்திடும் விழிகள் இரண்டில் நீ தாக்கினாய்
உந்தன் மார்பை இருக்கிடும் துணியால் எனை நீ கைதாக்கினாய்,
உலகே பொய்யடி
உணர்வே மெய்யடி
அதில் வாழ்வோமா பூங்கோதையே...ஓ
பிண்ணனி : தீயென்றெரியுங் காடொன்றில்
கீச்சாக் கிளிகள் உறவாட
நீண்டே விரியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட
ஆண்: வேய்ங்குழலில் இழைந்தாயடி என் காதையே,
மென்மயங்கிக் கிடந்தேனடி என் போதையே,
ஆண்: துரும்பென இளைத்திவள் உருமாற
விருந்தாக எனை பரிமாற
பெண்: கருங்கனிச் சுவையினில் உயிர் ஊற
துறந்தேனே நாணம் வெறியேற
ஆண்: நீ இன்னும் இன்னும் இன்னும் இன்னும் வேண்டுமே
என எனதிதழ் உனதுடல் தீண்டுமே
பெண்: ஏ... உனை இடையணி என பூண்டுமே
நீ இரங்கிட இருதயம் தூண்டுமே
ஆண்: இரங்காதேரேனோ
உயிராய் மாறேனோ
வலி தாங்காயோ பூங்கோதையே... ஓ
பிண்ணனி: தீயென்றெரியுங் காடொன்றில்
கீச்சாக் கிளிகள் உறவாட
நீண்டே விரியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட
ஆண்: வேலென்றறுத்திடும் விழிகள் இரண்டில் நீ தாக்கினாய்
உந்தன் மார்பை இருக்கிடும் துணியால் எனை நீ கைதாக்கினாய்,
உலகே பொய்யடி
உணர்வே மெய்யடி
அதில் வாழ்வோமா பூங்கோதையே...ஓ",54
